device_id,timestamp,battery_level,humidity_reading,temperature,charging_cycles,lot_number,region
SC-2024-341-1018,2024-11-13 00:00:00,86,79.8,19,260,LOT341,EMEA
SC-2024-341-1018,2024-11-21 00:00:00,96,74.3,25,260,LOT341,EMEA
SC-2024-341-1019,2024-10-05 00:00:00,88,93.4,24,151,LOT341,EMEA
SC-2024-341-1019,2024-10-13 00:00:00,91,64.7,21,151,LOT341,EMEA
SC-2024-341-1019,2024-10-21 00:00:00,53,71.1,25,151,LOT341,EMEA
SC-2024-341-1019,2024-11-03 00:00:00,85,72.0,24,151,LOT341,EMEA
SC-2024-341-1019,2024-11-13 00:00:00,89,65.9,22,151,LOT341,EMEA
SC-2024-341-1019,2024-11-21 00:00:00,89,66.4,21,151,LOT341,EMEA
SC-2024-341-1020,2024-10-03 00:00:00,52,62.2,25,308,LOT341,EMEA
SC-2024-341-1020,2024-10-14 00:00:00,63,94.4,24,308,LOT341,EMEA
SC-2024-341-1020,2024-10-24 00:00:00,83,62.6,24,308,LOT341,EMEA
SC-2024-341-1020,2024-11-02 00:00:00,30,62.1,18,308,LOT341,EMEA
SC-2024-341-1020,2024-11-14 00:00:00,72,63.0,21,308,LOT341,EMEA
SC-2024-341-1020,2024-11-24 00:00:00,95,86.2,22,308,LOT341,EMEA
SC-2024-341-1021,2024-10-03 00:00:00,24,84.1,24,303,LOT341,EMEA
SC-2024-341-1021,2024-10-16 00:00:00,82,78.6,18,303,LOT341,EMEA
SC-2024-341-1021,2024-10-23 00:00:00,82,59.5,19,303,LOT341,EMEA
SC-2024-341-1021,2024-11-05 00:00:00,87,70.1,21,303,LOT341,EMEA
SC-2024-341-1021,2024-11-13 00:00:00,84,62.3,20,303,LOT341,EMEA
SC-2024-341-1021,2024-11-23 00:00:00,96,68.5,23,303,LOT341,EMEA
SC-2024-341-1022,2024-10-05 00:00:00,69,80.2,18,269,LOT341,EMEA
SC-2024-341-1022,2024-10-14 00:00:00,91,69.5,18,269,LOT341,EMEA
SC-2024-341-1022,2024-10-21 00:00:00,86,94.1,18,269,LOT341,EMEA
SC-2024-341-1022,2024-11-05 00:00:00,87,74.4,25,269,LOT341,EMEA
SC-2024-341-1022,2024-11-10 00:00:00,83,78.5,25,269,LOT341,EMEA
SC-2024-341-1022,2024-11-21 00:00:00,91,68.8,19,269,LOT341,EMEA
SC-2024-341-1023,2024-10-04 00:00:00,87,89.6,18,81,LOT341,EMEA
SC-2024-341-1023,2024-10-16 00:00:00,83,65.0,22,81,LOT341,EMEA
SC-2024-341-1023,2024-10-25 00:00:00,20,60.6,23,81,LOT341,EMEA
SC-2024-341-1023,2024-11-04 00:00:00,86,89.1,22,81,LOT341,EMEA
SC-2024-341-1023,2024-11-11 00:00:00,50,75.6,21,81,LOT341,EMEA
SC-2024-341-1023,2024-11-22 00:00:00,88,83.1,24,81,LOT341,EMEA
SC-2024-341-1024,2024-10-04 00:00:00,89,64.6,19,280,LOT341,EMEA
SC-2024-341-1024,2024-10-12 00:00:00,67,95.0,20,280,LOT341,EMEA
SC-2024-341-1024,2024-10-24 00:00:00,84,76.2,22,280,LOT341,EMEA
SC-2024-341-1024,2024-11-05 00:00:00,38,61.9,23,280,LOT341,EMEA
SC-2024-341-1024,2024-11-10 00:00:00,85,74.2,18,280,LOT341,EMEA
SC-2024-341-1024,2024-11-20 00:00:00,96,82.4,24,280,LOT341,EMEA
SC-2024-341-1025,2024-10-04 00:00:00,88,61.1,22,209,LOT341,EMEA
SC-2024-341-1025,2024-10-12 00:00:00,89,63.3,25,209,LOT341,EMEA
SC-2024-341-1025,2024-10-26 00:00:00,37,72.8,22,209,LOT341,EMEA
SC-2024-341-1025,2024-10-31 00:00:00,86,79.9,21,209,LOT341,EMEA
SC-2024-341-1025,2024-11-13 00:00:00,91,61.8,20,209,LOT341,EMEA
SC-2024-341-1025,2024-11-25 00:00:00,92,92.2,24,209,LOT341,EMEA
SC-2024-341-1026,2024-10-03 00:00:00,86,94.2,21,96,LOT341,EMEA
SC-2024-341-1026,2024-10-12 00:00:00,86,60.4,21,96,LOT341,EMEA
SC-2024-341-1026,2024-10-25 00:00:00,88,94.1,18,96,LOT341,EMEA
SC-2024-341-1026,2024-11-02 00:00:00,12,70.5,20,96,LOT341,EMEA
SC-2024-341-1026,2024-11-12 00:00:00,84,80.0,25,96,LOT341,EMEA
SC-2024-341-1026,2024-11-25 00:00:00,95,94.7,25,96,LOT341,EMEA
SC-2024-341-1027,2024-10-02 00:00:00,90,62.5,21,96,LOT341,EMEA
SC-2024-341-1027,2024-10-11 00:00:00,51,89.0,22,96,LOT341,EMEA
SC-2024-341-1027,2024-10-22 00:00:00,92,84.8,21,96,LOT341,EMEA
SC-2024-341-1027,2024-11-01 00:00:00,85,68.3,22,96,LOT341,EMEA
SC-2024-341-1027,2024-11-11 00:00:00,84,84.4,25,96,LOT341,EMEA
SC-2024-341-1027,2024-11-20 00:00:00,88,79.5,23,96,LOT341,EMEA
SC-2024-341-1028,2024-10-06 00:00:00,89,68.1,18,339,LOT341,EMEA
SC-2024-341-1028,2024-10-12 00:00:00,87,87.2,23,339,LOT341,EMEA
SC-2024-341-1028,2024-10-24 00:00:00,82,81.8,21,339,LOT341,EMEA
SC-2024-341-1028,2024-11-02 00:00:00,83,72.8,18,339,LOT341,EMEA
SC-2024-341-1028,2024-11-15 00:00:00,88,75.6,23,339,LOT341,EMEA
SC-2024-341-1028,2024-11-24 00:00:00,95,80.3,22,339,LOT341,EMEA
SC-2024-341-1029,2024-10-06 00:00:00,82,73.0,20,285,LOT341,EMEA
SC-2024-341-1029,2024-10-16 00:00:00,22,75.9,22,285,LOT341,EMEA
SC-2024-341-1029,2024-10-24 00:00:00,86,68.3,19,285,LOT341,EMEA
SC-2024-341-1029,2024-11-04 00:00:00,24,86.4,23,285,LOT341,EMEA
SC-2024-341-1029,2024-11-11 00:00:00,87,62.0,18,285,LOT341,EMEA
SC-2024-341-1029,2024-11-24 00:00:00,94,67.3,19,285,LOT341,EMEA
SC-2024-341-1030,2024-10-06 00:00:00,87,76.4,18,274,LOT341,EMEA
SC-2024-341-1030,2024-10-16 00:00:00,66,81.2,22,274,LOT341,EMEA
SC-2024-341-1030,2024-10-23 00:00:00,83,63.0,25,274,LOT341,EMEA
SC-2024-341-1030,2024-11-02 00:00:00,89,61.7,23,274,LOT341,EMEA
SC-2024-341-1030,2024-11-13 00:00:00,83,60.0,24,274,LOT341,EMEA
SC-2024-341-1030,2024-11-21 00:00:00,94,60.5,20,274,LOT341,EMEA
SC-2024-341-1031,2024-10-04 00:00:00,74,83.1,24,110,LOT341,EMEA
SC-2024-341-1031,2024-10-16 00:00:00,88,94.0,19,110,LOT341,EMEA
SC-2024-341-1031,2024-10-26 00:00:00,71,72.2,23,110,LOT341,EMEA
SC-2024-341-1031,2024-11-03 00:00:00,85,83.1,20,110,LOT341,EMEA
SC-2024-341-1031,2024-11-10 00:00:00,89,63.7,19,110,LOT341,EMEA
SC-2024-341-1031,2024-11-20 00:00:00,89,81.0,18,110,LOT341,EMEA
SC-2024-341-1032,2024-10-05 00:00:00,90,61.6,24,85,LOT341,EMEA
SC-2024-341-1032,2024-10-13 00:00:00,16,60.8,24,85,LOT341,EMEA
SC-2024-341-1032,2024-10-24 00:00:00,49,85.8,19,85,LOT341,EMEA
SC-2024-341-1032,2024-11-01 00:00:00,12,86.4,24,85,LOT341,EMEA
SC-2024-341-1032,2024-11-14 00:00:00,5,87.3,18,85,LOT341,EMEA
SC-2024-341-1032,2024-11-20 00:00:00,95,65.5,22,85,LOT341,EMEA
SC-2024-341-1033,2024-10-06 00:00:00,83,82.5,18,228,LOT341,EMEA
SC-2024-341-1033,2024-10-12 00:00:00,91,76.1,25,228,LOT341,EMEA
SC-2024-341-1033,2024-10-25 00:00:00,90,67.7,19,228,LOT341,EMEA
SC-2024-341-1033,2024-11-04 00:00:00,85,70.7,22,228,LOT341,EMEA
SC-2024-341-1033,2024-11-15 00:00:00,95,89.8,21,228,LOT341,EMEA
SC-2024-341-1033,2024-11-24 00:00:00,89,78.2,25,228,LOT341,EMEA
SC-2024-341-1034,2024-10-05 00:00:00,87,93.2,23,141,LOT341,EMEA
SC-2024-341-1034,2024-10-15 00:00:00,20,59.2,18,141,LOT341,EMEA
SC-2024-341-1034,2024-10-25 00:00:00,88,73.9,24,141,LOT341,EMEA
SC-2024-341-1034,2024-11-04 00:00:00,84,91.9,25,141,LOT341,EMEA
SC-2024-341-1034,2024-11-14 00:00:00,82,72.2,25,141,LOT341,EMEA
SC-2024-341-1034,2024-11-25 00:00:00,89,69.6,18,141,LOT341,EMEA
SC-2024-341-1035,2024-10-06 00:00:00,90,71.9,22,224,LOT341,EMEA
SC-2024-341-1035,2024-10-12 00:00:00,92,75.0,25,224,LOT341,EMEA
SC-2024-341-1035,2024-10-23 00:00:00,88,59.2,18,224,LOT341,EMEA
SC-2024-341-1035,2024-11-04 00:00:00,85,78.6,18,224,LOT341,EMEA
SC-2024-341-1035,2024-11-11 00:00:00,82,89.8,24,224,LOT341,EMEA
SC-2024-341-1035,2024-11-23 00:00:00,93,69.2,23,224,LOT341,EMEA
SC-2024-341-1036,2024-10-06 00:00:00,31,84.1,22,210,LOT341,EMEA
SC-2024-341-1036,2024-10-15 00:00:00,85,76.2,25,210,LOT341,EMEA
SC-2024-341-1036,2024-10-23 00:00:00,88,63.0,22,210,LOT341,EMEA
SC-2024-341-1036,2024-10-31 00:00:00,50,84.5,24,210,LOT341,EMEA
SC-2024-341-1036,2024-11-12 00:00:00,83,76.0,23,210,LOT341,EMEA
SC-2024-341-1036,2024-11-20 00:00:00,90,62.0,22,210,LOT341,EMEA
SC-2024-341-1037,2024-10-04 00:00:00,82,83.0,23,270,LOT341,EMEA
SC-2024-341-1037,2024-10-12 00:00:00,69,82.4,19,270,LOT341,EMEA
SC-2024-341-1037,2024-10-21 00:00:00,92,83.4,25,270,LOT341,EMEA
SC-2024-341-1037,2024-11-04 00:00:00,84,79.2,18,270,LOT341,EMEA
SC-2024-341-1037,2024-11-12 00:00:00,65,75.6,23,270,LOT341,EMEA
SC-2024-341-1037,2024-11-22 00:00:00,89,89.6,25,270,LOT341,EMEA
SC-2024-341-1038,2024-10-04 00:00:00,12,76.7,21,215,LOT341,EMEA
SC-2024-341-1038,2024-10-16 00:00:00,85,72.5,24,215,LOT341,EMEA
SC-2024-341-1038,2024-10-26 00:00:00,90,76.3,19,215,LOT341,EMEA
SC-2024-341-1038,2024-11-01 00:00:00,56,93.9,23,215,LOT341,EMEA
SC-2024-341-1038,2024-11-14 00:00:00,89,80.8,20,215,LOT341,EMEA
SC-2024-341-1038,2024-11-20 00:00:00,90,71.1,18,215,LOT341,EMEA
SC-2024-341-1039,2024-10-03 00:00:00,28,94.2,23,224,LOT341,EMEA
SC-2024-341-1039,2024-10-16 00:00:00,82,69.9,22,224,LOT341,EMEA
SC-2024-341-1039,2024-10-21 00:00:00,90,59.0,18,224,LOT341,EMEA
SC-2024-341-1039,2024-11-04 00:00:00,91,59.7,21,224,LOT341,EMEA
SC-2024-341-1039,2024-11-13 00:00:00,88,89.0,25,224,LOT341,EMEA
SC-2024-341-1039,2024-11-24 00:00:00,92,70.9,20,224,LOT341,EMEA
SC-2024-341-1040,2024-10-04 00:00:00,83,85.5,21,271,LOT341,EMEA
SC-2024-341-1040,2024-10-12 00:00:00,86,59.0,21,271,LOT341,EMEA
SC-2024-341-1040,2024-10-21 00:00:00,24,91.0,19,271,LOT341,EMEA
SC-2024-341-1040,2024-11-01 00:00:00,87,70.6,22,271,LOT341,EMEA
SC-2024-341-1040,2024-11-11 00:00:00,49,61.6,22,271,LOT341,EMEA
SC-2024-341-1040,2024-11-23 00:00:00,96,70.8,24,271,LOT341,EMEA
SC-2024-341-1041,2024-10-03 00:00:00,66,71.2,24,169,LOT341,EMEA
SC-2024-341-1041,2024-10-15 00:00:00,91,71.0,21,169,LOT341,EMEA
SC-2024-341-1041,2024-10-21 00:00:00,71,82.5,24,169,LOT341,EMEA
SC-2024-341-1041,2024-11-01 00:00:00,16,67.2,25,169,LOT341,EMEA
SC-2024-341-1041,2024-11-15 00:00:00,93,82.0,18,169,LOT341,EMEA
SC-2024-341-1041,2024-11-21 00:00:00,94,79.9,20,169,LOT341,EMEA
SC-2024-341-1042,2024-10-03 00:00:00,82,91.7,24,81,LOT341,EMEA
SC-2024-341-1042,2024-10-14 00:00:00,89,60.4,19,81,LOT341,EMEA
SC-2024-341-1042,2024-10-23 00:00:00,11,69.3,23,81,LOT341,EMEA
SC-2024-341-1042,2024-11-04 00:00:00,82,70.5,22,81,LOT341,EMEA
SC-2024-341-1042,2024-11-14 00:00:00,92,58.7,18,81,LOT341,EMEA
SC-2024-341-1042,2024-11-20 00:00:00,96,70.1,24,81,LOT341,EMEA
SC-2024-341-1043,2024-10-06 00:00:00,90,75.1,19,141,LOT341,EMEA
SC-2024-341-1043,2024-10-12 00:00:00,91,89.9,25,141,LOT341,EMEA
SC-2024-341-1043,2024-10-25 00:00:00,71,79.0,22,141,LOT341,EMEA
SC-2024-341-1043,2024-11-05 00:00:00,91,91.4,24,141,LOT341,EMEA
SC-2024-341-1043,2024-11-13 00:00:00,83,67.9,20,141,LOT341,EMEA
SC-2024-341-1043,2024-11-23 00:00:00,92,83.8,22,141,LOT341,EMEA
SC-2024-341-1044,2024-10-03 00:00:00,16,79.8,20,141,LOT341,EMEA
SC-2024-341-1044,2024-10-13 00:00:00,58,94.5,22,141,LOT341,EMEA
SC-2024-341-1044,2024-10-25 00:00:00,88,72.0,19,141,LOT341,EMEA
SC-2024-341-1044,2024-11-03 00:00:00,85,72.4,19,141,LOT341,EMEA
SC-2024-341-1044,2024-11-12 00:00:00,82,79.2,19,141,LOT341,EMEA
SC-2024-341-1044,2024-11-24 00:00:00,95,87.9,20,141,LOT341,EMEA
SC-2024-341-1045,2024-10-06 00:00:00,88,61.7,19,143,LOT341,EMEA
SC-2024-341-1045,2024-10-11 00:00:00,91,83.0,21,143,LOT341,EMEA
SC-2024-341-1045,2024-10-25 00:00:00,88,70.4,24,143,LOT341,EMEA
SC-2024-341-1045,2024-10-31 00:00:00,86,76.6,19,143,LOT341,EMEA
SC-2024-341-1045,2024-11-14 00:00:00,72,86.3,19,143,LOT341,EMEA
SC-2024-341-1045,2024-11-24 00:00:00,96,70.6,23,143,LOT341,EMEA
SC-2024-341-1046,2024-10-06 00:00:00,27,80.7,20,263,LOT341,EMEA
SC-2024-341-1046,2024-10-16 00:00:00,60,71.4,21,263,LOT341,EMEA
SC-2024-341-1046,2024-10-21 00:00:00,82,74.1,22,263,LOT341,EMEA
SC-2024-341-1046,2024-11-02 00:00:00,83,76.4,19,263,LOT341,EMEA
SC-2024-341-1046,2024-11-10 00:00:00,35,89.4,19,263,LOT341,EMEA
SC-2024-341-1046,2024-11-20 00:00:00,94,87.1,19,263,LOT341,EMEA
SC-2024-341-1047,2024-10-06 00:00:00,17,89.1,23,163,LOT341,EMEA
SC-2024-341-1047,2024-10-11 00:00:00,89,77.8,18,163,LOT341,EMEA
SC-2024-341-1047,2024-10-23 00:00:00,89,68.6,23,163,LOT341,EMEA
SC-2024-341-1047,2024-10-31 00:00:00,53,59.8,22,163,LOT341,EMEA
SC-2024-341-1047,2024-11-13 00:00:00,89,94.9,22,163,LOT341,EMEA
SC-2024-341-1047,2024-11-24 00:00:00,89,72.9,21,163,LOT341,EMEA
SC-2024-341-1048,2024-10-01 00:00:00,85,66.4,22,93,LOT341,EMEA
SC-2024-341-1048,2024-10-14 00:00:00,86,85.5,25,93,LOT341,EMEA
SC-2024-341-1048,2024-10-22 00:00:00,89,61.4,25,93,LOT341,EMEA
SC-2024-341-1048,2024-11-02 00:00:00,52,89.2,22,93,LOT341,EMEA
SC-2024-341-1048,2024-11-11 00:00:00,85,61.5,25,93,LOT341,EMEA
SC-2024-341-1048,2024-11-22 00:00:00,89,70.5,25,93,LOT341,EMEA
SC-2024-341-1049,2024-10-05 00:00:00,85,60.5,19,269,LOT341,EMEA
SC-2024-341-1049,2024-10-12 00:00:00,88,87.6,22,269,LOT341,EMEA
SC-2024-341-1049,2024-10-22 00:00:00,92,75.6,22,269,LOT341,EMEA
SC-2024-341-1049,2024-10-31 00:00:00,21,65.8,21,269,LOT341,EMEA
SC-2024-341-1049,2024-11-13 00:00:00,89,87.4,21,269,LOT341,EMEA
SC-2024-341-1049,2024-11-25 00:00:00,96,82.1,18,269,LOT341,EMEA
SC-2024-341-1050,2024-10-04 00:00:00,88,69.2,19,269,LOT341,EMEA
SC-2024-341-1050,2024-10-11 00:00:00,83,87.8,24,269,LOT341,EMEA
SC-2024-341-1050,2024-10-23 00:00:00,86,74.0,19,269,LOT341,EMEA
SC-2024-341-1050,2024-11-02 00:00:00,45,78.0,18,269,LOT341,EMEA
SC-2024-341-1050,2024-11-12 00:00:00,82,65.4,22,269,LOT341,EMEA
SC-2024-341-1050,2024-11-22 00:00:00,91,72.9,25,269,LOT341,EMEA
SC-2024-341-1051,2024-10-03 00:00:00,90,81.1,22,209,LOT341,EMEA
SC-2024-341-1051,2024-10-13 00:00:00,41,74.8,25,209,LOT341,EMEA
SC-2024-341-1051,2024-10-26 00:00:00,21,86.2,19,209,LOT341,EMEA
SC-2024-341-1051,2024-10-31 00:00:00,62,64.7,25,209,LOT341,EMEA
SC-2024-341-1051,2024-11-10 00:00:00,89,58.7,21,209,LOT341,EMEA
SC-2024-341-1051,2024-11-23 00:00:00,94,84.0,22,209,LOT341,EMEA
SC-2024-341-1052,2024-10-02 00:00:00,85,89.9,18,156,LOT341,EMEA
SC-2024-341-1052,2024-10-15 00:00:00,83,79.3,19,156,LOT341,EMEA
SC-2024-341-1052,2024-10-21 00:00:00,91,65.9,24,156,LOT341,EMEA
SC-2024-341-1052,2024-10-31 00:00:00,86,93.6,18,156,LOT341,EMEA
SC-2024-341-1052,2024-11-10 00:00:00,86,85.5,22,156,LOT341,EMEA
SC-2024-341-1052,2024-11-22 00:00:00,95,75.3,24,156,LOT341,EMEA
SC-2024-341-1053,2024-10-03 00:00:00,85,92.7,21,285,LOT341,EMEA
SC-2024-341-1053,2024-10-16 00:00:00,90,77.7,24,285,LOT341,EMEA
SC-2024-341-1053,2024-10-23 00:00:00,40,80.7,20,285,LOT341,EMEA
SC-2024-341-1053,2024-11-04 00:00:00,83,86.5,18,285,LOT341,EMEA
SC-2024-341-1053,2024-11-15 00:00:00,91,74.0,21,285,LOT341,EMEA
SC-2024-341-1053,2024-11-20 00:00:00,94,78.9,20,285,LOT341,EMEA
SC-2024-341-1054,2024-10-06 00:00:00,88,81.2,21,141,LOT341,EMEA
SC-2024-341-1054,2024-10-14 00:00:00,53,77.3,25,141,LOT341,EMEA
SC-2024-341-1054,2024-10-24 00:00:00,16,71.5,25,141,LOT341,EMEA
SC-2024-341-1054,2024-11-04 00:00:00,45,63.5,24,141,LOT341,EMEA
SC-2024-341-1054,2024-11-11 00:00:00,86,63.6,25,141,LOT341,EMEA
SC-2024-341-1054,2024-11-25 00:00:00,93,83.4,21,141,LOT341,EMEA
SC-2024-341-1055,2024-10-05 00:00:00,36,69.1,24,147,LOT341,EMEA
SC-2024-341-1055,2024-10-16 00:00:00,63,74.1,20,147,LOT341,EMEA
SC-2024-341-1055,2024-10-26 00:00:00,88,69.8,25,147,LOT341,EMEA
SC-2024-341-1055,2024-10-31 00:00:00,86,88.7,19,147,LOT341,EMEA
SC-2024-341-1055,2024-11-12 00:00:00,54,60.4,19,147,LOT341,EMEA
SC-2024-341-1055,2024-11-24 00:00:00,95,65.5,18,147,LOT341,EMEA
SC-2024-341-1056,2024-10-01 00:00:00,29,73.3,19,236,LOT341,EMEA
SC-2024-341-1056,2024-10-12 00:00:00,87,88.5,20,236,LOT341,EMEA
SC-2024-341-1056,2024-10-26 00:00:00,83,81.9,20,236,LOT341,EMEA
SC-2024-341-1056,2024-10-31 00:00:00,88,67.5,21,236,LOT341,EMEA
SC-2024-341-1056,2024-11-12 00:00:00,88,80.2,24,236,LOT341,EMEA
SC-2024-341-1056,2024-11-24 00:00:00,94,73.0,25,236,LOT341,EMEA
SC-2024-341-1057,2024-10-01 00:00:00,86,62.2,23,263,LOT341,EMEA
SC-2024-341-1057,2024-10-14 00:00:00,35,65.1,21,263,LOT341,EMEA
SC-2024-341-1057,2024-10-26 00:00:00,85,67.1,20,263,LOT341,EMEA
SC-2024-341-1057,2024-11-05 00:00:00,83,88.6,24,263,LOT341,EMEA
SC-2024-341-1057,2024-11-15 00:00:00,94,75.2,20,263,LOT341,EMEA
SC-2024-341-1057,2024-11-22 00:00:00,89,78.7,18,263,LOT341,EMEA
SC-2024-341-1058,2024-10-01 00:00:00,91,74.1,20,276,LOT341,EMEA
SC-2024-341-1058,2024-10-11 00:00:00,27,81.9,19,276,LOT341,EMEA
SC-2024-341-1058,2024-10-26 00:00:00,82,59.4,23,276,LOT341,EMEA
SC-2024-341-1058,2024-10-31 00:00:00,88,63.9,25,276,LOT341,EMEA
SC-2024-341-1058,2024-11-14 00:00:00,86,63.0,22,276,LOT341,EMEA
SC-2024-341-1058,2024-11-24 00:00:00,93,67.6,19,276,LOT341,EMEA
SC-2024-341-1059,2024-10-01 00:00:00,56,87.7,18,248,LOT341,EMEA
SC-2024-341-1059,2024-10-16 00:00:00,90,82.4,20,248,LOT341,EMEA
SC-2024-341-1059,2024-10-22 00:00:00,52,64.5,22,248,LOT341,EMEA
SC-2024-341-1059,2024-11-03 00:00:00,91,89.5,18,248,LOT341,EMEA
SC-2024-341-1059,2024-11-15 00:00:00,94,93.7,24,248,LOT341,EMEA
SC-2024-341-1059,2024-11-21 00:00:00,93,76.0,21,248,LOT341,EMEA
SC-2024-341-1060,2024-10-01 00:00:00,86,58.7,22,325,LOT341,EMEA
SC-2024-341-1060,2024-10-11 00:00:00,89,89.8,25,325,LOT341,EMEA
SC-2024-341-1060,2024-10-22 00:00:00,92,61.1,23,325,LOT341,EMEA
SC-2024-341-1060,2024-11-05 00:00:00,88,80.3,20,325,LOT341,EMEA
SC-2024-341-1060,2024-11-10 00:00:00,90,90.1,20,325,LOT341,EMEA
SC-2024-341-1060,2024-11-20 00:00:00,92,91.3,19,325,LOT341,EMEA
SC-2024-341-1061,2024-10-06 00:00:00,88,73.1,22,143,LOT341,EMEA
SC-2024-341-1061,2024-10-14 00:00:00,64,71.4,21,143,LOT341,EMEA
SC-2024-341-1061,2024-10-22 00:00:00,85,82.3,22,143,LOT341,EMEA
SC-2024-341-1061,2024-11-05 00:00:00,92,61.3,21,143,LOT341,EMEA
SC-2024-341-1061,2024-11-14 00:00:00,85,92.9,19,143,LOT341,EMEA
SC-2024-341-1061,2024-11-23 00:00:00,93,84.8,18,143,LOT341,EMEA
SC-2024-341-1062,2024-10-02 00:00:00,85,63.2,19,80,LOT341,EMEA
SC-2024-341-1062,2024-10-15 00:00:00,85,62.1,20,80,LOT341,EMEA
SC-2024-341-1062,2024-10-22 00:00:00,90,85.2,24,80,LOT341,EMEA
SC-2024-341-1062,2024-10-31 00:00:00,65,92.5,21,80,LOT341,EMEA
SC-2024-341-1062,2024-11-14 00:00:00,86,77.3,23,80,LOT341,EMEA
SC-2024-341-1062,2024-11-21 00:00:00,90,88.7,24,80,LOT341,EMEA
SC-2024-341-1063,2024-10-03 00:00:00,86,93.1,22,156,LOT341,EMEA
SC-2024-341-1063,2024-10-16 00:00:00,92,92.5,24,156,LOT341,EMEA
SC-2024-341-1063,2024-10-21 00:00:00,55,67.3,22,156,LOT341,EMEA
SC-2024-341-1063,2024-11-01 00:00:00,82,90.7,22,156,LOT341,EMEA
SC-2024-341-1063,2024-11-14 00:00:00,5,66.8,23,156,LOT341,EMEA
SC-2024-341-1063,2024-11-23 00:00:00,95,62.5,23,156,LOT341,EMEA
SC-2024-341-1064,2024-10-06 00:00:00,87,87.8,18,113,LOT341,EMEA
SC-2024-341-1064,2024-10-14 00:00:00,34,70.2,25,113,LOT341,EMEA
SC-2024-341-1064,2024-10-24 00:00:00,68,79.6,20,113,LOT341,EMEA
SC-2024-341-1064,2024-11-04 00:00:00,83,72.4,20,113,LOT341,EMEA
SC-2024-341-1064,2024-11-15 00:00:00,89,85.7,24,113,LOT341,EMEA
SC-2024-341-1064,2024-11-23 00:00:00,89,66.7,24,113,LOT341,EMEA
SC-2024-341-1065,2024-10-06 00:00:00,59,73.6,18,217,LOT341,EMEA
SC-2024-341-1065,2024-10-12 00:00:00,58,63.3,22,217,LOT341,EMEA
SC-2024-341-1065,2024-10-25 00:00:00,82,64.5,23,217,LOT341,EMEA
SC-2024-341-1065,2024-11-05 00:00:00,91,93.9,25,217,LOT341,EMEA
SC-2024-341-1065,2024-11-11 00:00:00,89,74.3,21,217,LOT341,EMEA
SC-2024-341-1065,2024-11-22 00:00:00,89,67.4,23,217,LOT341,EMEA
SC-2024-341-1066,2024-10-01 00:00:00,58,79.8,20,264,LOT341,EMEA
SC-2024-341-1066,2024-10-16 00:00:00,89,76.1,19,264,LOT341,EMEA
SC-2024-341-1066,2024-10-21 00:00:00,15,71.9,21,264,LOT341,EMEA
SC-2024-341-1066,2024-11-03 00:00:00,40,93.1,24,264,LOT341,EMEA
SC-2024-341-1066,2024-11-12 00:00:00,88,69.7,25,264,LOT341,EMEA
SC-2024-341-1066,2024-11-20 00:00:00,89,73.7,23,264,LOT341,EMEA
SC-2024-341-1067,2024-10-03 00:00:00,64,83.3,21,221,LOT341,EMEA
SC-2024-341-1067,2024-10-11 00:00:00,75,93.6,23,221,LOT341,EMEA
SC-2024-341-1067,2024-10-22 00:00:00,82,90.5,20,221,LOT341,EMEA
SC-2024-341-1067,2024-11-01 00:00:00,66,92.7,20,221,LOT341,EMEA
SC-2024-341-1067,2024-11-13 00:00:00,85,71.4,20,221,LOT341,EMEA
SC-2024-341-1067,2024-11-20 00:00:00,94,84.5,21,221,LOT341,EMEA
SC-2024-341-1068,2024-10-02 00:00:00,92,88.4,21,230,LOT341,EMEA
SC-2024-341-1068,2024-10-14 00:00:00,87,58.8,22,230,LOT341,EMEA
SC-2024-341-1068,2024-10-23 00:00:00,24,93.8,18,230,LOT341,EMEA
SC-2024-341-1068,2024-11-01 00:00:00,82,80.4,25,230,LOT341,EMEA
SC-2024-341-1068,2024-11-14 00:00:00,26,89.1,25,230,LOT341,EMEA
SC-2024-341-1068,2024-11-25 00:00:00,89,82.5,20,230,LOT341,EMEA
SC-2024-341-1069,2024-10-05 00:00:00,88,92.8,21,97,LOT341,EMEA
SC-2024-341-1069,2024-10-14 00:00:00,87,83.6,20,97,LOT341,EMEA
SC-2024-341-1069,2024-10-26 00:00:00,87,87.2,23,97,LOT341,EMEA
SC-2024-341-1069,2024-11-05 00:00:00,82,66.9,23,97,LOT341,EMEA
SC-2024-341-1069,2024-11-10 00:00:00,90,78.5,22,97,LOT341,EMEA
SC-2024-341-1069,2024-11-24 00:00:00,93,69.4,20,97,LOT341,EMEA
SC-2024-341-1070,2024-10-04 00:00:00,84,93.5,18,317,LOT341,EMEA
SC-2024-341-1070,2024-10-12 00:00:00,88,71.4,25,317,LOT341,EMEA
SC-2024-341-1070,2024-10-22 00:00:00,54,88.1,18,317,LOT341,EMEA
SC-2024-341-1070,2024-11-05 00:00:00,92,62.5,21,317,LOT341,EMEA
SC-2024-341-1070,2024-11-15 00:00:00,90,90.1,22,317,LOT341,EMEA
SC-2024-341-1070,2024-11-21 00:00:00,96,89.7,21,317,LOT341,EMEA
SC-2024-341-1071,2024-10-03 00:00:00,85,72.4,19,195,LOT341,EMEA
SC-2024-341-1071,2024-10-15 00:00:00,84,91.7,18,195,LOT341,EMEA
SC-2024-341-1071,2024-10-21 00:00:00,88,72.5,24,195,LOT341,EMEA
